index,id,owner,datetaken,latitude,longitude,title,accuracy,views,Cluster
210,5479655352,43154370@N02,2011-02-26 13:31:53,44.386596000000004,-68.204154,Almost 1 Year!,15.0,27,4
211,5479055543,43154370@N02,2011-02-26 13:31:55,44.386596000000004,-68.204154,Hide and Seek,15.0,24,4
212,5479055653,43154370@N02,2011-02-26 13:31:57,44.386596000000004,-68.204154,Kitchen Jungle Gym,15.0,90,4
213,5479055711,43154370@N02,2011-02-26 13:31:59,44.386596000000004,-68.204154,Peekaboo!,15.0,25,4
214,5479055813,43154370@N02,2011-02-26 13:32:02,44.386596000000004,-68.204154,Hi!,15.0,33,4
215,5479056025,43154370@N02,2011-02-26 13:32:09,44.386596000000004,-68.204154,Food Goes in Here,15.0,28,4
216,5479656096,43154370@N02,2011-02-26 13:32:12,44.386596000000004,-68.204154,Sharing is Caring,15.0,284,4
217,5479835917,43154370@N02,2011-02-26 18:50:03,44.387596,-68.205152,Almost 1 Year!,15.0,13,4
219,5483159190,43154370@N02,2011-02-27 14:36:53,44.388553,-68.213516,Breakfast Win,15.0,17,4
222,6505529255,23091971@N00,2011-03-07 12:36:54,44.38939,-68.205013,1996-USA Bar Harbour,16.0,280,4
225,5536365714,53153069@N03,2011-03-17 21:56:17,44.321637,-68.187904,Crashing Wave ii,11.0,236,11
226,5535993403,60610072@N04,2011-03-17 23:46:51,44.388899,-68.217201,Newf Camping,11.0,172,4
227,5544851303,12842060@N06,2011-03-19 08:08:36,44.389286,-68.20920600000001,back to the future,16.0,215,4
237,5542988603,55839244@N00,2011-03-19 19:08:39,44.338859,-68.044939,Perigee Moon,13.0,270,0
238,5546551945,12842060@N06,2011-03-19 19:24:29,44.392426,-68.203468,spring moon,13.0,90,4
240,5544717216,26695437@N08,2011-03-20 18:38:50,44.232890999999995,-68.32128900000001,No me miréis así...,13.0,42,1
241,5551216833,56041725@N08,2011-03-22 20:17:15,44.280471,-68.327102,Nostalgia/Little Shoes To Fill,11.0,271,2
242,5559922080,47218202@N02,2011-03-23 17:48:59,44.236129,-68.36174,maine black and white marsh,13.0,5110,1
245,5564313795,61118411@N06,2011-03-27 12:54:22,44.392947,-68.207588,Ship in Maine,11.0,48,4
246,5566150205,60143025@N03,2011-03-27 22:02:52,44.287116999999995,-68.321113,,11.0,139,2
247,5566151167,60143025@N03,2011-03-27 22:02:58,44.287116999999995,-68.321113,,11.0,223,2
248,5566730010,60143025@N03,2011-03-27 22:03:04,44.280471,-68.327102,,11.0,342,2
249,5566723552,60143025@N03,2011-03-27 22:15:11,44.287116999999995,-68.321113,,11.0,253,2
250,5566146009,60143025@N03,2011-03-27 22:15:21,44.280471,-68.327102,,11.0,162,2
251,5566147189,60143025@N03,2011-03-27 22:15:43,44.280471,-68.327102,,11.0,167,2
252,5566147645,60143025@N03,2011-03-27 22:15:52,44.287116999999995,-68.321113,,11.0,336,2
253,5566727438,60143025@N03,2011-03-27 22:16:23,44.287116999999995,-68.321113,,11.0,90,2
267,5864315988,62676473@N02,2011-03-31 14:29:55,44.329159000000004,-68.182777,seaweed,16.0,15,12
268,5864316324,62676473@N02,2011-03-31 14:30:43,44.329159000000004,-68.182777,nate,16.0,10,12
269,5864316634,62676473@N02,2011-03-31 14:31:30,44.329159000000004,-68.182777,waves crashing,16.0,109,12
270,5863764415,62676473@N02,2011-03-31 14:32:22,44.329159000000004,-68.182777,sand dollar,16.0,9,12
271,5863764861,62676473@N02,2011-03-31 14:33:22,44.329159000000004,-68.182777,craggy edge,16.0,9,12
272,5863765461,62676473@N02,2011-03-31 14:34:23,44.329159000000004,-68.182777,seaweedy rocks,16.0,10,12
273,5864318364,62676473@N02,2011-03-31 14:36:12,44.329159000000004,-68.182777,sand beach up close i,16.0,27,12
274,5863766157,62676473@N02,2011-03-31 14:37:11,44.329159000000004,-68.182777,sand beach up close ii,16.0,18,12
275,5864319084,62676473@N02,2011-03-31 14:37:38,44.329159000000004,-68.182777,sand beach up close iii,16.0,19,12
276,5864319392,62676473@N02,2011-03-31 14:38:50,44.329159000000004,-68.182777,sand beach up close iv,16.0,39,12
277,5863767121,62676473@N02,2011-03-31 15:01:54,44.325598,-68.185696,thunder gates,16.0,7,12
278,5864320034,62676473@N02,2011-03-31 15:03:20,44.325598,-68.185696,thunder tourists,16.0,25,12
279,5864326706,62676473@N02,2011-03-31 15:05:30,44.325598,-68.185696,thunder details,16.0,9,12
280,5863773077,62676473@N02,2011-03-31 15:05:44,44.325598,-68.185696,stairs to thunder hole,16.0,8,12
281,5579710088,60143025@N03,2011-04-01 10:06:01,44.280471,-68.327102,,11.0,86,2
287,5863769731,62676473@N02,2011-04-02 12:39:31,44.298045,-68.278693,northeast harbor,16.0,16,3
288,5864327132,62676473@N02,2011-04-02 12:39:48,44.298045,-68.278693,northeast harbor,16.0,27,3
295,5864328668,62676473@N02,2011-04-02 13:11:31,44.323019,-68.253813,jordan pond entrance,16.0,16,9
296,5863776133,62676473@N02,2011-04-02 13:12:03,44.323019,-68.253813,jordan pond i,16.0,20,9
297,5864329324,62676473@N02,2011-04-02 13:17:41,44.323019,-68.253813,jordan pond ii,16.0,24,9
298,5863778791,62676473@N02,2011-04-02 13:17:55,44.322051,-68.25451,water supply sign,16.0,14,9
299,5863776779,62676473@N02,2011-04-02 13:18:16,44.322051,-68.25451,jordan pond iii,16.0,11,9
300,5863777375,62676473@N02,2011-04-02 13:19:07,44.322051,-68.25451,stream to jordan pond,16.0,13,9
301,5864330588,62676473@N02,2011-04-02 13:19:35,44.322051,-68.25451,water supply,16.0,9,9
302,5863777955,62676473@N02,2011-04-02 13:19:53,44.322051,-68.25451,fence post,16.0,13,9
303,5863778383,62676473@N02,2011-04-02 13:20:17,44.322051,-68.25451,jordan pond security,16.0,60,9
304,5863779153,62676473@N02,2011-04-02 14:32:29,44.392035,-68.210039,road to bar island,16.0,9,4
305,5863779681,62676473@N02,2011-04-02 15:27:02,44.395117,-68.211262,walk to bar island,16.0,8,4
306,5864333126,62676473@N02,2011-04-02 15:28:37,44.396887,-68.211327,drift wood,16.0,11,4
307,5863780621,62676473@N02,2011-04-02 15:29:04,44.396887,-68.211327,drift trap,16.0,10,4
308,5863784619,62676473@N02,2011-04-02 15:35:15,44.397278,-68.21059699999999,walk up bar island,16.0,9,4
309,5863780947,62676473@N02,2011-04-02 15:58:41,44.398018,-68.204213,"cairn atop bar island, cadillac mountain",16.0,13,4
310,5864334336,62676473@N02,2011-04-02 16:01:04,44.398018,-68.204213,bar harbor from bar island,16.0,9,4
311,5864334598,62676473@N02,2011-04-02 18:53:20,44.390209999999996,-68.20502900000001,nate showing off his coloring skills,16.0,23,4
312,5864334960,62676473@N02,2011-04-03 09:12:05,44.325598,-68.185696,view from thunder hole,16.0,8,12
313,5864338056,62676473@N02,2011-04-03 09:19:36,44.325598,-68.185696,thunder hole thundering,16.0,41,12
314,5864335242,62676473@N02,2011-04-03 09:23:44,44.325598,-68.185696,thunder rocks,16.0,10,12
317,5599959742,53153069@N03,2011-04-08 01:38:04,44.315128,-68.19065,Beach Near Otter Cliffs,11.0,417,10
318,5614783008,61703794@N04,2011-04-08 03:25:37,44.397194,-68.223166,,14.0,37,4
321,7393938056,12842060@N06,2011-04-10 17:40:02,44.389277,-68.209239,waiting is inevitable but anticipation is optional,16.0,390,4
326,5713950973,36621718@N06,2011-04-15 17:52:16,44.221845,-68.337203,"Bass Harbor Light, ME",16.0,208,1
327,5666939166,36621718@N06,2011-04-15 20:04:23,44.312871,-68.189799,"Otter Cliffs at Midnight, Acadia National Park",14.0,268,10
329,5666897810,36621718@N06,2011-04-16 16:29:44,44.338828,-68.04519599999999,"Schoodic Point, Acadia National Park",10.0,194,0
331,5634226325,79978411@N00,2011-04-17 16:57:51,44.270317999999996,-68.318073,Mariah and Chris' Album Cover,15.0,182,2
348,5639165923,56041725@N08,2011-04-20 19:35:54,44.280471,-68.327102,,11.0,66,2
349,5639744406,56041725@N08,2011-04-20 19:40:26,44.280471,-68.327102,,11.0,92,2
350,5639744562,56041725@N08,2011-04-20 19:47:04,44.280471,-68.327102,,11.0,122,2
351,5639173967,56041725@N08,2011-04-20 19:58:06,44.280471,-68.327102,,11.0,121,2
358,6803035410,38593652@N03,2011-04-21 11:40:48,44.221952,-68.336334,Shine a Light on Me,14.0,2673,1
359,6106151092,38593652@N03,2011-04-21 11:43:51,44.24111,-68.299684,Sea Sparkles - in explore,13.0,10306,1
360,6011235491,38593652@N03,2011-04-21 11:46:48,44.240525,-68.300628,The Seawall at Acadia National Park in Maine,13.0,1341,1
361,6812878334,38593652@N03,2011-04-21 11:47:20,44.221706,-68.33599,"Under a Changing Sky,  Bass Harbor Lighthouse",11.0,2109,1
362,5661265647,38593652@N03,2011-04-21 11:51:31,44.222198,-68.333587,For the Adventure,11.0,2511,1
363,6139824035,38593652@N03,2011-04-21 11:51:53,44.221737,-68.336248,Looking out to Sea,15.0,2567,1
368,6158697839,38593652@N03,2011-04-21 16:21:35,44.325444,-68.185958,Where the Forest Meets the Sea,11.0,2102,12
371,5717081573,33147859@N07,2011-04-21 19:13:15,44.390371,-68.204154,If there'd be an Ocean in Mars,11.0,932,4
372,5728476852,33147859@N07,2011-04-21 19:29:11,44.388776,-68.201065,Blue Hour Pier,11.0,383,4
373,6172557888,38593652@N03,2011-04-22 13:31:02,44.324707000000004,-68.185958,Somewhere Beyond the Sea,11.0,1031,12
376,5743574759,38593652@N03,2011-04-22 17:58:33,44.388809,-68.21145600000001,Family Time,11.0,883,4
377,6955936719,38593652@N03,2011-04-22 17:59:42,44.388809,-68.21145600000001,Where Two Worlds Meet,11.0,1951,4
378,6082268567,38593652@N03,2011-04-22 18:03:32,44.388809,-68.21145600000001,Two Worlds - in explore,11.0,4294,4
379,5982605399,33147859@N07,2011-04-22 18:52:00,44.353099,-68.224925,The Maine view,14.0,837,6
380,5812168387,33147859@N07,2011-04-22 19:24:13,44.386936,-68.197631,Frenchman Bay at sunset,10.0,374,4
381,6065936796,38593652@N03,2011-04-22 23:30:00,44.388040000000004,-68.201751,Starry Night in Maine,11.0,9615,4
382,5673734337,33147859@N07,2011-04-22 23:32:49,44.390862,-68.20338199999999,Shooting Star,16.0,739,4
383,5676011518,38593652@N03,2011-04-22 23:39:39,44.393192,-68.216171,Light the Night with Stars,11.0,5723,4
384,5740838288,54339637@N03,2011-04-24 07:08:53,44.390402,-68.20338199999999,Foggy morning,13.0,33,4
392,5740840580,54339637@N03,2011-04-24 07:48:33,44.389328000000006,-68.20020600000001,,13.0,21,4
395,5688631555,8644488@N02,2011-04-24 08:08:51,44.384728,-68.205184,Spring Reflections of Autumn,10.0,905,4
412,5740289793,54339637@N03,2011-04-24 09:43:05,44.390524,-68.20321,Easter on MDI,13.0,23,4
413,5740845054,54339637@N03,2011-04-24 10:29:24,44.390494,-68.203554,Cathy,13.0,29,4
414,5727586629,8644488@N02,2011-04-24 10:33:13,44.292646000000005,-68.27865600000001,Northeast Harbor Maine,10.0,1759,3
416,5662252107,58810308@N06,2011-04-24 11:51:37,44.320962,-68.188327,Acadia Seashores,13.0,178,11
417,5663072362,8644488@N02,2011-04-24 12:01:00,44.222567,-68.33599,"Bass Harbor Head Lighthouse, Acadia National Park, Maine",11.0,14323,1
418,5662984002,8644488@N02,2011-04-24 12:03:34,44.221706,-68.336334,The way down....,11.0,442,1
419,5667313414,8644488@N02,2011-04-24 13:37:21,44.352484999999994,-68.225269,Lichen the view!! (and prayers for those devastated in tornados in the US today and recently),13.0,1906,6
420,5677873631,8644488@N02,2011-04-24 13:59:04,44.352884,-68.224239,A granite Cadillac...,10.0,2632,6
422,5678017198,8644488@N02,2011-04-24 15:19:55,44.320854,-68.252477,Spring stream,14.0,3398,9
423,5678281546,8644488@N02,2011-04-24 16:08:34,44.383992,-68.203125,Over the hill?,10.0,1009,4
424,5682158666,8644488@N02,2011-04-24 18:11:18,44.382275,-68.202438,"Welcome to Bar Harbor, Maine",10.0,5128,4
428,5661884958,58810308@N06,2011-04-27 13:04:42,44.328606,-68.18403599999999,Acadia Beach,13.0,173,12
430,5692691743,62544353@N06,2011-04-28 13:03:18,44.362120000000004,-68.205914,"Sieur de Monts Trees #1, 2011",16.0,18,5
431,5692691975,62544353@N06,2011-04-28 13:03:44,44.362124,-68.206011,"Sieur de Monts Trees #2, 2011",16.0,14,5
432,5693260718,62544353@N06,2011-04-28 13:04:44,44.362059,-68.20579599999999,"Sieur de Monts Trees #3, 2011",16.0,12,5
433,5667128402,60143025@N03,2011-04-28 19:43:39,44.280471,-68.327102,,11.0,77,2
434,5666806299,60143025@N03,2011-04-28 20:42:56,44.280471,-68.327102,,11.0,95,2
438,5673635088,58409259@N00,2011-04-29 17:19:52,44.329251,-68.182311,Sand Beach - Maine,13.0,318,12
439,7274766416,86358646@N00,2011-04-30 06:25:14,44.230146999999995,-68.362534,P1000261,16.0,33,1
440,7274769070,86358646@N00,2011-04-30 06:25:18,44.230146999999995,-68.362534,P1000262,16.0,15,1
441,7274771426,86358646@N00,2011-04-30 06:25:23,44.230146999999995,-68.362534,P1000263,16.0,26,1
442,7274773792,86358646@N00,2011-04-30 06:25:26,44.230146999999995,-68.362534,P1000264,16.0,15,1
443,7274778154,86358646@N00,2011-04-30 06:25:33,44.230146999999995,-68.362534,P1000265,16.0,28,1
444,7274780986,86358646@N00,2011-04-30 06:25:39,44.230146999999995,-68.362534,P1000266,16.0,19,1
445,7274784336,86358646@N00,2011-04-30 06:34:21,44.230146999999995,-68.362534,P1000267,16.0,22,1
446,7274786624,86358646@N00,2011-04-30 06:34:25,44.230146999999995,-68.362534,P1000268,16.0,22,1
447,7274788892,86358646@N00,2011-04-30 06:34:36,44.230146999999995,-68.362534,P1000269,16.0,24,1
448,7274791070,86358646@N00,2011-04-30 06:34:39,44.230146999999995,-68.362534,P1000270,16.0,26,1
449,5712436491,89807811@N00,2011-04-30 11:49:48,44.389083,-68.204562,West End Drug Company,16.0,71,4
450,5712436911,89807811@N00,2011-04-30 11:50:03,44.389083,-68.204562,First National Bank,16.0,74,4
451,5712437231,89807811@N00,2011-04-30 11:50:33,44.389083,-68.204562,First National Bank,16.0,135,4
452,5712437535,89807811@N00,2011-04-30 11:51:12,44.389083,-68.204562,First National Bank,16.0,64,4
453,5712437825,89807811@N00,2011-04-30 11:53:44,44.389792,-68.204798,Cottage Street,16.0,168,4
454,5712438175,89807811@N00,2011-04-30 11:55:27,44.390563,-68.204938,1887,16.0,107,4
455,5712438469,89807811@N00,2011-04-30 11:56:04,44.390563,-68.204938,,16.0,101,4
456,5712439199,89807811@N00,2011-04-30 12:00:58,44.391999999999996,-68.204095,Waterfront Panorama,16.0,141,4
457,5715806750,89807811@N00,2011-04-30 12:02:13,44.391999999999996,-68.204095,,16.0,180,4
458,5715242335,89807811@N00,2011-04-30 12:02:32,44.391999999999996,-68.204095,,16.0,64,4
459,5715242073,89807811@N00,2011-04-30 12:03:34,44.391999999999996,-68.204095,,16.0,67,4
460,5715805962,89807811@N00,2011-04-30 12:04:26,44.391999999999996,-68.204095,,16.0,68,4
461,5715241451,89807811@N00,2011-04-30 12:04:49,44.391999999999996,-68.204095,,16.0,104,4
462,5715805358,89807811@N00,2011-04-30 12:14:01,44.391999999999996,-68.204095,,16.0,88,4
463,5715240981,89807811@N00,2011-04-30 12:16:51,44.391999999999996,-68.204095,,16.0,67,4
464,5715240725,89807811@N00,2011-04-30 12:17:13,44.391999999999996,-68.204095,,16.0,77,4
465,5715240463,89807811@N00,2011-04-30 12:17:30,44.391999999999996,-68.204095,,16.0,64,4
466,5715240227,89807811@N00,2011-04-30 12:18:24,44.391999999999996,-68.204095,,16.0,158,4
467,5715239967,89807811@N00,2011-04-30 12:18:47,44.391999999999996,-68.204095,,16.0,73,4
468,5682516784,35256594@N02,2011-04-30 18:06:28,44.353743,-68.224754,Cranberry Islands from On High,12.0,348,6
470,5866439322,89807811@N00,2011-04-30 19:40:00,44.353068,-68.225569,,16.0,58,6
471,5866439678,89807811@N00,2011-04-30 22:04:07,44.389742,-68.204734,West End Drug Company,16.0,130,4
472,5865886053,89807811@N00,2011-04-30 22:04:53,44.389742,-68.204734,First National Bank,16.0,101,4
473,5865886363,89807811@N00,2011-04-30 22:10:17,44.389742,-68.204734,Geddy's,16.0,145,4
474,5865886677,89807811@N00,2011-04-30 22:31:25,44.389742,-68.204734,Main Street,16.0,127,4
475,5866441014,89807811@N00,2011-04-30 22:35:59,44.389742,-68.204734,First National Bank,16.0,152,4
476,5868888435,89807811@N00,2011-05-01 09:30:28,44.389696,-68.204841,,16.0,99,4
477,5869446876,89807811@N00,2011-05-01 09:32:14,44.389696,-68.204841,,16.0,58,4
478,5868889309,89807811@N00,2011-05-01 09:32:58,44.389696,-68.204841,,16.0,69,4
479,5868889689,89807811@N00,2011-05-01 09:35:16,44.389696,-68.204841,West End Drug Company,16.0,43,4
480,5869447946,89807811@N00,2011-05-01 09:36:07,44.389696,-68.204841,Carmen Verandah,16.0,42,4
487,5869450432,89807811@N00,2011-05-01 13:10:41,44.32922,-68.182375,,16.0,35,12
488,5868892893,89807811@N00,2011-05-01 13:27:52,44.32922,-68.182375,,16.0,57,12
489,5868893245,89807811@N00,2011-05-01 13:28:12,44.32922,-68.182375,,16.0,48,12
