id,owner,datetaken,latitude,longitude,title,accuracy,views
28630149686,47859749@N03,2010-06-12 20:50:25,44.24469,-68.30389,Baby Racoons,13.0,214
6128598864,55305522@N07,2010-06-12 22:21:31,44.388362,-68.213231,lazy cat,16.0,68
6128052379,55305522@N07,2010-06-12 22:34:55,44.388362,-68.213231,flower alt,16.0,114
6128603456,55305522@N07,2010-06-12 22:35:20,44.388362,-68.213231,flower,16.0,110
6129394500,55305522@N07,2010-06-17 22:55:54,44.388362,-68.213231,bee,16.0,52
6128845789,55305522@N07,2010-06-17 22:55:55,44.388362,-68.213231,bee,16.0,54
6129397538,55305522@N07,2010-06-17 22:55:57,44.388362,-68.213231,bee,16.0,55
40639076891,66733752@N00,2010-06-19 05:54:59,44.298068,-68.240107,"Mount Desert Island, Maine",16.0,457
40639075381,66733752@N00,2010-06-19 05:55:19,44.298068,-68.240107,"Mount Desert Island, Maine",16.0,160
40597192332,66733752@N00,2010-06-19 05:55:31,44.298068,-68.240107,"Mount Desert Island, Maine",16.0,240
40639073501,66733752@N00,2010-06-19 05:59:20,44.29611,-68.240933,"Mount Desert Island, Maine",16.0,152
40615743792,66733752@N00,2010-06-19 06:28:19,44.295073,-68.28535,"Mount Desert Island, Maine",16.0,96
26786542838,66733752@N00,2010-06-19 06:29:30,44.295073,-68.28535,"Mount Desert Island, Maine",16.0,183
40615745942,66733752@N00,2010-06-19 06:44:20,44.293629,-68.28902,"Mount Desert Island, Maine",16.0,181
26786540718,66733752@N00,2010-06-19 06:44:25,44.293629,-68.28902,"Mount Desert Island, Maine",16.0,225
26786539888,66733752@N00,2010-06-19 06:44:58,44.293629,-68.28902,"Mount Desert Island, Maine",16.0,543
38866334490,66733752@N00,2010-06-19 06:45:11,44.293576,-68.289009,"Mount Desert Island, Maine",16.0,168
38866332820,66733752@N00,2010-06-19 06:46:29,44.293576,-68.289009,"Mount Desert Island, Maine",16.0,148
25805920917,66733752@N00,2010-06-19 06:46:42,44.293576,-68.289009,"Mount Desert Island, Maine",16.0,425
25805924187,66733752@N00,2010-06-19 06:46:52,44.293576,-68.289009,"Mount Desert Island, Maine",16.0,188
40002424454,66733752@N00,2010-06-19 06:47:21,44.293606,-68.289052,"Mount Desert Island, Maine",16.0,178
40002423564,66733752@N00,2010-06-19 06:48:37,44.293606,-68.289052,"Mount Desert Island, Maine",16.0,222
40002426334,66733752@N00,2010-06-19 07:03:15,44.318559,-68.306111,"Mount Desert Island, Maine",16.0,561
38902683240,66733752@N00,2010-06-19 07:03:43,44.318559,-68.306111,"Mount Desert Island, Maine",16.0,491
39837359745,66733752@N00,2010-06-19 07:22:43,44.362189,-68.334907,"Mount Desert Island, Maine",16.0,121
25860885887,66733752@N00,2010-06-19 07:23:48,44.361898,-68.335014,"Mount Desert Island, Maine",16.0,596
25860883927,66733752@N00,2010-06-19 07:24:41,44.361898,-68.335014,"Mount Desert Island, Maine",16.0,226
25860881757,66733752@N00,2010-06-19 07:25:47,44.362189,-68.334907,"Mount Desert Island, Maine",16.0,313
25860888007,66733752@N00,2010-06-19 07:27:55,44.362028,-68.334553,"Mount Desert Island, Maine",16.0,234
40707970632,66733752@N00,2010-06-19 10:13:39,44.279782,-68.325927,"Mount Desert Island, Maine",16.0,530
26880024918,66733752@N00,2010-06-19 10:15:49,44.279782,-68.325927,"Mount Desert Island, Maine",16.0,361
40707973012,66733752@N00,2010-06-19 10:16:52,44.279782,-68.325927,"Mount Desert Island, Maine",16.0,101
26880025888,66733752@N00,2010-06-19 10:17:30,44.279782,-68.325927,"Mount Desert Island, Maine",16.0,152
40707975572,66733752@N00,2010-06-19 10:19:03,44.279782,-68.325927,"Mount Desert Island, Maine",16.0,177
26880024158,66733752@N00,2010-06-19 10:19:58,44.279782,-68.325927,"Mount Desert Island, Maine",16.0,145
26880023668,66733752@N00,2010-06-19 10:25:22,44.276955,-68.314028,"Mount Desert Island, Maine",16.0,127
26880027028,66733752@N00,2010-06-19 12:21:52,44.276955,-68.314028,"Mount Desert Island, Maine",16.0,206
40707978472,66733752@N00,2010-06-19 12:22:10,44.276955,-68.314028,"Mount Desert Island, Maine",16.0,78
40062033134,66733752@N00,2010-06-19 12:33:21,44.237697,-68.347223,Mount Desert Island. Maine,16.0,1627
40730072342,66733752@N00,2010-06-19 12:34:12,44.237697,-68.347223,Mount Desert Island. Maine,16.0,358
40062036204,66733752@N00,2010-06-19 12:47:42,44.238988,-68.35276,Mount Desert Island. Maine,16.0,398
40062034344,66733752@N00,2010-06-19 12:47:53,44.238988,-68.35276,Mount Desert Island. Maine,16.0,257
40730068022,66733752@N00,2010-06-19 12:48:49,44.23905,-68.352813,Mount Desert Island. Maine,16.0,152
7553940774,19436047@N08,2010-06-20 20:55:35,44.355999,-68.226196,"Bar Harbor, MA",16.0,35
7985188118,42176857@N00,2010-06-21 13:04:09,44.394174,-68.209969,IMG_0629,16.0,12
7995880548,42176857@N00,2010-06-21 13:09:48,44.388809,-68.211456,IMG_0646,11.0,15
6496817103,59698703@N05,2010-06-22 11:37:28,44.39105,-68.204296,Bar Harbor,15.0,589
7995880730,42176857@N00,2010-06-22 16:30:19,44.409538,-68.025611,IMG_1890,11.0,23
8853606726,83363487@N04,2010-06-24 05:08:28,44.323355,-68.204498,Maine,16.0,126
7662809326,47381484@N00,2010-06-24 10:24:35,44.273721,-68.284835,Glisser ...,11.0,312
7995881808,42176857@N00,2010-06-25 16:20:56,44.409538,-68.025611,IMG_0755,11.0,21
5900115070,64864158@N08,2010-06-27 09:33:42,44.389144,-68.237457,View from Cabin,10.0,82
5900118214,64864158@N08,2010-06-27 16:40:23,44.389144,-68.237457,View from Mountain,10.0,71
5900122114,64864158@N08,2010-06-27 16:59:15,44.389144,-68.237457,Tree Limbs,10.0,83
5899566867,64864158@N08,2010-06-27 20:17:46,44.389144,-68.237457,Sunset View from the Quarterdeck Restaurant,10.0,144
9622848014,11325185@N02,2010-06-28 09:26:39,44.311908,-68.194127,HUNTER'S BROOK,16.0,191
28208283841,11325185@N02,2010-06-28 12:10:37,44.275625,-68.32493,SOLITARY CANOE,16.0,117
5899569705,64864158@N08,2010-06-28 16:34:54,44.389144,-68.237457,Route 66 Restaurant,10.0,728
5899572653,64864158@N08,2010-06-28 17:45:37,44.389144,-68.237457,Tiger Lilies,10.0,1184
22685962898,76888602@N06,2010-06-29 11:13:03,44.353252,-68.22587,Cadillac Mountain Outlook,13.0,65
16287575603,26367621@N02,2010-06-29 14:57:07,44.323218,-68.252687,"Jordan Pond, Acadia National Park, Bar Harbor, ME",14.0,718
5899576333,64864158@N08,2010-06-29 15:02:04,44.389144,-68.237457,Quietside Cafe,10.0,30
5899593581,64864158@N08,2010-06-29 15:40:02,44.389144,-68.237457,Overlooking Ocean in Bar Harbor,10.0,12
5900159778,64864158@N08,2010-06-29 16:24:56,44.389144,-68.237457,Overlooking Bar Harbor,10.0,9
5899599333,64864158@N08,2010-06-29 16:42:44,44.389144,-68.237457,Ship Harbor Parking Sign,10.0,13
5899600085,64864158@N08,2010-06-30 12:10:47,44.389144,-68.237457,Me in Front of Bar Harbor,10.0,12
5624986714,58514155@N08,2011-01-12 00:00:00,44.388769,-68.207051,,16.0,335
5624395539,58514155@N08,2011-01-12 00:00:00,44.388769,-68.207051,,16.0,279
5544071338,72622422@N00,2011-01-28 16:34:45,44.318049,-68.199777,Risers,12.0,107
5544072624,72622422@N00,2011-01-28 16:36:46,44.305643,-68.20321,Endless Waves,12.0,159
5543498451,72622422@N00,2011-01-28 17:10:56,44.305643,-68.20321,Lookout!,12.0,86
5544077744,72622422@N00,2011-01-28 17:14:42,44.305643,-68.20321,North,12.0,102
5852175719,48454697@N05,2011-02-01 22:42:08,44.437886,-68.470573,Maine Landscape 2,12.0,138
5852175895,48454697@N05,2011-02-01 22:51:20,44.437886,-68.470573,Maine Landscape,12.0,148
5438923109,25345777@N00,2011-02-03 15:17:06,44.276347,-68.310331,IMG_5225,16.0,84
5438923391,25345777@N00,2011-02-03 15:17:21,44.276408,-68.310298,IMG_5226,16.0,28
5438923459,25345777@N00,2011-02-03 15:28:33,44.276408,-68.310298,IMG_5227,16.0,27
5438930287,25345777@N00,2011-02-03 15:36:52,44.276424,-68.310684,IMG_5229,16.0,30
5438930543,25345777@N00,2011-02-04 09:58:08,44.32935,-68.293,IMG_5230,16.0,24
5439537050,25345777@N00,2011-02-04 10:26:31,44.331277,-68.287048,IMG_5231,16.0,33
5439537184,25345777@N00,2011-02-04 10:27:02,44.33128,-68.28705,IMG_5232,16.0,31
5438931087,25345777@N00,2011-02-04 10:27:11,44.33128,-68.28705,IMG_5233,16.0,36
5438939059,25345777@N00,2011-02-04 10:55:27,44.332091,-68.286114,IMG_5238,16.0,22
5439545620,25345777@N00,2011-02-04 10:55:47,44.332091,-68.286114,IMG_5239,16.0,22
5438939711,25345777@N00,2011-02-04 11:15:12,44.3323,-68.2855,IMG_5240,16.0,35
5438939893,25345777@N00,2011-02-04 11:22:05,44.333052,-68.285009,IMG_5241,16.0,23
5438940215,25345777@N00,2011-02-04 11:29:24,44.333411,-68.284612,IMG_5242,16.0,28
5439547116,25345777@N00,2011-02-04 11:56:38,44.33545,-68.283709,IMG_5243,16.0,29
5439547492,25345777@N00,2011-02-04 12:17:44,44.335775,-68.283909,IMG_5244,16.0,42
5439547714,25345777@N00,2011-02-04 12:17:53,44.335775,-68.283909,IMG_5245,16.0,23
5438941563,25345777@N00,2011-02-04 12:18:00,44.335775,-68.2839,IMG_5246,16.0,28
5439548996,25345777@N00,2011-02-04 13:04:38,44.337944,-68.28562,IMG_5248,16.0,20
5439552210,25345777@N00,2011-02-04 13:50:31,44.338925,-68.279717,IMG_5250,16.0,17
5439552426,25345777@N00,2011-02-04 14:24:22,44.33758,-68.275878,IMG_5251,16.0,34
5438946257,25345777@N00,2011-02-04 14:28:13,44.336947,-68.275714,IMG_5253,16.0,19
5438946629,25345777@N00,2011-02-04 15:10:19,44.331558,-68.283262,IMG_5255,16.0,21
5438946719,25345777@N00,2011-02-04 15:10:33,44.331566,-68.283309,IMG_5256,16.0,14
5439553542,25345777@N00,2011-02-05 07:45:48,44.276405,-68.310417,IMG_5258,16.0,25
5439553664,25345777@N00,2011-02-05 07:46:40,44.276405,-68.310417,IMG_5259,16.0,22
5439553858,25345777@N00,2011-02-05 07:46:59,44.276405,-68.310417,IMG_5260,16.0,23
5452019317,25345777@N00,2011-02-05 12:24:59,44.313236,-68.258184,P2051559,16.0,38
5438948879,25345777@N00,2011-02-06 11:58:27,44.304775,-68.31967,IMG_5262,16.0,26
5438949007,25345777@N00,2011-02-06 11:59:56,44.304874,-68.319317,IMG_5263,16.0,17
5438949371,25345777@N00,2011-02-06 12:00:40,44.304883,-68.319281,IMG_5266,16.0,16
5439555982,25345777@N00,2011-02-06 12:19:36,44.308502,-68.321384,IMG_5267,16.0,20
5438949933,25345777@N00,2011-02-06 12:24:56,44.309238,-68.321412,IMG_5272,16.0,31
5438950179,25345777@N00,2011-02-06 12:25:47,44.309438,-68.3214,IMG_5273,16.0,27
5438950345,25345777@N00,2011-02-06 12:27:14,44.309675,-68.321392,IMG_5274,16.0,22
5439556934,25345777@N00,2011-02-06 13:19:47,44.316766,-68.318092,IMG_5278,16.0,22
5439557132,25345777@N00,2011-02-06 13:35:52,44.317811,-68.316398,IMG_5279,16.0,21
5438950893,25345777@N00,2011-02-06 14:23:56,44.3215,-68.328189,IMG_5281,16.0,26
5439557462,25345777@N00,2011-02-07 10:43:32,44.276497,-68.310781,IMG_5282,16.0,19
5436786985,12842060@N06,2011-02-10 10:18:33,44.38943,-68.209259,antagonic,16.0,75
5438182405,48418666@N00,2011-02-12 06:10:31,44.346869,-68.197202,Gorham Mountain in Acadia National Park,16.0,62
7008394473,12842060@N06,2011-02-13 15:44:27,44.37143,-68.30045,.,16.0,608
5446549546,12842060@N06,2011-02-13 15:44:27,44.374054,-68.248701,privacy settings,13.0,2399
5442650751,12842060@N06,2011-02-13 15:45:47,44.376586,-68.250628,let it go,16.0,236
6267872025,12842060@N06,2011-02-13 15:46:04,44.376586,-68.250628,(leaving) the idea of  black and white,16.0,628
5476896519,12842060@N06,2011-02-13 15:46:19,44.376586,-68.250628,I  .,16.0,281
5451039072,9459750@N08,2011-02-14 15:58:03,44.408431,-68.406554,022,16.0,8
5451054088,9459750@N08,2011-02-14 16:09:12,44.408236,-68.404923,028,16.0,7
5452992695,9459750@N08,2011-02-16 14:13:30,44.278146,-68.321914,002,11.0,4
5453606816,9459750@N08,2011-02-16 14:13:44,44.277162,-68.319168,003,11.0,6
5453012695,9459750@N08,2011-02-16 14:15:27,44.275933,-68.313331,010,11.0,3
5453627116,9459750@N08,2011-02-16 14:16:29,44.278146,-68.319854,012,11.0,19
5453017277,9459750@N08,2011-02-16 14:16:36,44.276794,-68.313331,013,11.0,9
5453637704,9459750@N08,2011-02-16 14:17:53,44.276425,-68.315734,017,11.0,9
5451838456,59128478@N08,2011-02-16 15:31:29,44.323786,-68.254623,TheBubbles2009-8569,12.0,35
5451839144,59128478@N08,2011-02-16 15:31:46,44.317953,-68.306636,TheBubbles2009-877,12.0,46
5451840922,59128478@N08,2011-02-16 15:32:30,44.329558,-68.251705,TheBubbles2009-8420,12.0,41
5451229153,59128478@N08,2011-02-16 15:32:52,44.325551,-68.1854,TheBubbles2009-8278,14.0,89
5451842452,59128478@N08,2011-02-16 15:33:09,44.339565,-68.176174,TheBubbles2009-8262,12.0,48
5451231007,59128478@N08,2011-02-16 15:33:39,44.308925,-68.190078,TheBubbles2009-8183,12.0,73
5451844802,59128478@N08,2011-02-16 15:34:12,44.322067,-68.187503,TheBubbles2009-8168,14.0,21
5451848204,59128478@N08,2011-02-16 15:35:36,44.301062,-68.34938,TheBubbles2009-7859,14.0,17
5455645133,9459750@N08,2011-02-17 12:54:45,44.407128,-68.408818,009,16.0,38
5456269376,9459750@N08,2011-02-17 13:45:52,44.408289,-68.405385,014,16.0,11
5456270768,9459750@N08,2011-02-17 13:46:35,44.408312,-68.404837,015,16.0,23
5455663193,9459750@N08,2011-02-17 13:47:07,44.408435,-68.404623,016,16.0,11
5456275742,9459750@N08,2011-02-17 13:48:02,44.408255,-68.405567,017,16.0,11
5456278778,9459750@N08,2011-02-17 13:49:49,44.408328,-68.404762,018,16.0,28
5456281632,9459750@N08,2011-02-17 13:50:27,44.408332,-68.404773,019,16.0,20
5456304506,9459750@N08,2011-02-17 14:02:47,44.408293,-68.40487,026,16.0,16
5457988331,9459750@N08,2011-02-18 16:17:24,44.408197,-68.404955,Turkeys on the beach,16.0,27
5457993225,9459750@N08,2011-02-18 16:18:58,44.408232,-68.405009,Turkeys on the beach,16.0,40
5458603460,9459750@N08,2011-02-18 16:19:13,44.408232,-68.404966,Turkeys on the beach,16.0,33
5474972132,12842060@N06,2011-02-21 10:39:02,44.436152,-68.307773,memoria,16.0,114
5466421082,12842060@N06,2011-02-21 10:48:25,44.436144,-68.307309,almost there.......,16.0,221
5467771179,12842060@N06,2011-02-21 11:16:23,44.436083,-68.308892,....,16.0,80
5470349463,9459750@N08,2011-02-22 12:32:55,44.278391,-68.320884,021,11.0,13
5470951364,9459750@N08,2011-02-22 13:12:18,44.276671,-68.316421,025,11.0,18
5470960164,9459750@N08,2011-02-22 13:14:07,44.277777,-68.318138,029,11.0,42
5478770225,9459750@N08,2011-02-23 10:25:41,44.406994,-68.408946,013,16.0,12
5478777041,9459750@N08,2011-02-23 10:26:19,44.406925,-68.409032,015,16.0,11
5478778525,9459750@N08,2011-02-23 10:26:41,44.406822,-68.409172,016,16.0,13
5476584837,43154370@N02,2011-02-25 14:14:57,44.386596,-68.204154,Almost 1 Year!,15.0,283
5477185946,43154370@N02,2011-02-25 14:14:59,44.386596,-68.204154,Almost 1 Year!,15.0,46
5477186654,43154370@N02,2011-02-25 14:15:19,44.386596,-68.204154,Almost 1 Year!,15.0,53
5476586465,43154370@N02,2011-02-25 14:15:43,44.386596,-68.204154,Almost 1 Year!,15.0,50
5477187626,43154370@N02,2011-02-25 14:15:46,44.386596,-68.204154,Bathtime Bear,15.0,77
5477187736,43154370@N02,2011-02-25 14:15:48,44.386596,-68.204154,Bathtime Bear,15.0,67
5476586691,43154370@N02,2011-02-25 14:15:50,44.386596,-68.204154,Bathtime Bear,15.0,90
5476586777,43154370@N02,2011-02-25 14:15:52,44.386596,-68.204154,Bathtime Bear,15.0,75
5477244378,56608555@N06,2011-02-25 20:41:28,44.348649,-68.254623,DSC_0234 copia,10.0,16
5479503490,59997063@N02,2011-02-26 11:31:05,44.385832,-68.089313,Image-01,11.0,17
5481401131,9459750@N08,2011-02-26 12:08:11,44.40709,-68.408764,IMG_1252,16.0,22
5481404595,9459750@N08,2011-02-26 12:08:50,44.406239,-68.409655,IMG_1253,16.0,32
5481423267,9459750@N08,2011-02-26 12:10:16,44.406419,-68.409579,IMG_1261,16.0,18
5555266885,9459750@N08,2011-02-26 12:15:53,44.406534,-68.409343,IMG_1271,16.0,26
5481440499,9459750@N08,2011-02-26 12:16:06,44.406097,-68.409762,IMG_1272,16.0,24
5479654882,43154370@N02,2011-02-26 13:31:41,44.386596,-68.204154,Xander,15.0,10
5479654936,43154370@N02,2011-02-26 13:31:43,44.386596,-68.204154,Xander,15.0,69
5479055183,43154370@N02,2011-02-26 13:31:45,44.386596,-68.204154,Pierce and Xander,15.0,27
5479655114,43154370@N02,2011-02-26 13:31:47,44.386596,-68.204154,Almost 1 Year!,15.0,24
5479055331,43154370@N02,2011-02-26 13:31:49,44.386596,-68.204154,Almost 1 Year!,15.0,15
5479055389,43154370@N02,2011-02-26 13:31:51,44.386596,-68.204154,Almost 1 Year!,15.0,21
5479655352,43154370@N02,2011-02-26 13:31:53,44.386596,-68.204154,Almost 1 Year!,15.0,27
5479055543,43154370@N02,2011-02-26 13:31:55,44.386596,-68.204154,Hide and Seek,15.0,24
5479055653,43154370@N02,2011-02-26 13:31:57,44.386596,-68.204154,Kitchen Jungle Gym,15.0,90
5479055711,43154370@N02,2011-02-26 13:31:59,44.386596,-68.204154,Peekaboo!,15.0,25
5479055813,43154370@N02,2011-02-26 13:32:02,44.386596,-68.204154,Hi!,15.0,33
5479056025,43154370@N02,2011-02-26 13:32:09,44.386596,-68.204154,Food Goes in Here,15.0,28
5479656096,43154370@N02,2011-02-26 13:32:12,44.386596,-68.204154,Sharing is Caring,15.0,284
5479835917,43154370@N02,2011-02-26 18:50:03,44.387596,-68.205152,Almost 1 Year!,15.0,13
5482054148,92843266@N00,2011-02-27 13:27:02,44.348404,-68.209819,arcadia NP on mountain,11.0,167
5483159190,43154370@N02,2011-02-27 14:36:53,44.388553,-68.213516,Breakfast Win,15.0,17
6505513085,23091971@N00,2011-03-07 12:08:08,44.289329,-68.245353,1996-USA Acadia National Park,11.0,236
6505521809,23091971@N00,2011-03-07 12:18:27,44.328698,-68.292903,"1996-USA Acadia National Park, Mount Desert",16.0,452
6505529255,23091971@N00,2011-03-07 12:36:54,44.38939,-68.205013,1996-USA Bar Harbour,16.0,280
5536364608,53153069@N03,2011-03-17 21:55:43,44.31783,-68.190307,Winter Dawn on Otter Cliffs ii,11.0,164
5535787013,53153069@N03,2011-03-17 21:55:48,44.317461,-68.19065,Sunrise,11.0,205
5536365714,53153069@N03,2011-03-17 21:56:17,44.321637,-68.187904,Crashing Wave ii,11.0,236
5535993403,60610072@N04,2011-03-17 23:46:51,44.388899,-68.217201,Newf Camping,11.0,172
5544851303,12842060@N06,2011-03-19 08:08:36,44.389286,-68.209206,back to the future,16.0,215
5542289813,9459750@N08,2011-03-19 15:04:40,44.408676,-68.404344,IMG_1396,16.0,15
5542292385,9459750@N08,2011-03-19 15:04:53,44.408527,-68.40443,IMG_1397,16.0,18
5542294587,9459750@N08,2011-03-19 15:09:41,44.4086,-68.404247,IMG_1398,16.0,35
5542297299,9459750@N08,2011-03-19 15:12:26,44.408719,-68.404065,IMG_1399,16.0,20
5542884016,9459750@N08,2011-03-19 15:12:55,44.408684,-68.404258,IMG_1401,16.0,23
5542889334,9459750@N08,2011-03-19 15:13:01,44.408734,-68.40399,IMG_1402,16.0,26
5542309857,9459750@N08,2011-03-19 15:17:36,44.408684,-68.404172,IMG_1404,16.0,18
5542313605,9459750@N08,2011-03-19 15:24:43,44.408803,-68.404022,IMG_1405,16.0,17
5542898478,9459750@N08,2011-03-19 15:24:54,44.408378,-68.404741,IMG_1406,16.0,34
5542988603,55839244@N00,2011-03-19 19:08:39,44.338859,-68.044939,Perigee Moon,13.0,270
5546551945,12842060@N06,2011-03-19 19:24:29,44.392426,-68.203468,spring moon,13.0,90
5549422757,9459750@N08,2011-03-20 16:54:33,44.408489,-68.404387,IMG_1428,16.0,11
5544717216,26695437@N08,2011-03-20 18:38:50,44.232891,-68.321289,No me miréis así...,13.0,42
5551216833,56041725@N08,2011-03-22 20:17:15,44.280471,-68.327102,Nostalgia/Little Shoes To Fill,11.0,271
5559922080,47218202@N02,2011-03-23 17:48:59,44.236129,-68.36174,maine black and white marsh,13.0,5110
5564534304,60809709@N05,2011-03-27 10:59:24,44.337846,-68.175315,,11.0,33
5564890236,61118411@N06,2011-03-27 12:54:21,44.355769,-68.02597,Lighthouse in Maine,11.0,26
5564313795,61118411@N06,2011-03-27 12:54:22,44.392947,-68.207588,Ship in Maine,11.0,48
5566150205,60143025@N03,2011-03-27 22:02:52,44.287117,-68.321113,,11.0,139
5566151167,60143025@N03,2011-03-27 22:02:58,44.287117,-68.321113,,11.0,223
5566730010,60143025@N03,2011-03-27 22:03:04,44.280471,-68.327102,,11.0,342
5566723552,60143025@N03,2011-03-27 22:15:11,44.287117,-68.321113,,11.0,253
5566146009,60143025@N03,2011-03-27 22:15:21,44.280471,-68.327102,,11.0,162
5566147189,60143025@N03,2011-03-27 22:15:43,44.280471,-68.327102,,11.0,167
5566147645,60143025@N03,2011-03-27 22:15:52,44.287117,-68.321113,,11.0,336
5566727438,60143025@N03,2011-03-27 22:16:23,44.287117,-68.321113,,11.0,90
5625032018,61817967@N04,2011-03-29 13:10:20,44.370239,-68.196741,Garage,16.0,27
5577158790,22861830@N02,2011-03-31 07:44:35,44.28997,-68.264901,Male Cardinal 3/30/11,16.0,2
5577158850,22861830@N02,2011-03-31 07:44:36,44.289958,-68.264966,Male Cardinal 3/30/11,16.0,7
5577158940,22861830@N02,2011-03-31 07:44:39,44.289978,-68.264966,Male Cardinal 3/30/11,16.0,13
5577159108,22861830@N02,2011-03-31 07:44:43,44.290005,-68.26474,Male Cardinal 3/30/11,16.0,6
5576573827,22861830@N02,2011-03-31 07:44:45,44.290001,-68.264837,Male Cardinal 3/30/11,16.0,8
5577159288,22861830@N02,2011-03-31 07:44:48,44.289997,-68.264869,Male Cardinal 3/30/11,16.0,5
5576574201,22861830@N02,2011-03-31 07:44:54,44.289943,-68.265084,Male Cardinal 3/30/11,16.0,16
5863762539,62676473@N02,2011-03-31 13:18:49,44.486823,-68.368424,antique cameras,15.0,50
5863762759,62676473@N02,2011-03-31 13:19:48,44.486823,-68.368424,binoculars,15.0,44
5864315338,62676473@N02,2011-03-31 13:21:59,44.486823,-68.368424,lemons,15.0,474
5863763239,62676473@N02,2011-03-31 13:22:25,44.486823,-68.368424,,15.0,96
5864325062,62676473@N02,2011-03-31 14:28:59,44.296202,-68.241282,seal harbor low tide,16.0,14
5864315988,62676473@N02,2011-03-31 14:29:55,44.329159,-68.182777,seaweed,16.0,15
5864316324,62676473@N02,2011-03-31 14:30:43,44.329159,-68.182777,nate,16.0,10
5864316634,62676473@N02,2011-03-31 14:31:30,44.329159,-68.182777,waves crashing,16.0,109
5863764415,62676473@N02,2011-03-31 14:32:22,44.329159,-68.182777,sand dollar,16.0,9
5863764861,62676473@N02,2011-03-31 14:33:22,44.329159,-68.182777,craggy edge,16.0,9
5863765461,62676473@N02,2011-03-31 14:34:23,44.329159,-68.182777,seaweedy rocks,16.0,10
5864318364,62676473@N02,2011-03-31 14:36:12,44.329159,-68.182777,sand beach up close i,16.0,27
5863766157,62676473@N02,2011-03-31 14:37:11,44.329159,-68.182777,sand beach up close ii,16.0,18
